Column fy Mpa,Beam fy Mpa,Columns 1-3 I mm4*10^6,Columns 4-6 I mm4*10^6,Columns 1-3 A mm2,Columns 4-6 A mm2,Beam I mm4*10^6,Spans,Number of floors,Floor height m,Span width m,LLRS tributary width m,Floor mass kg,Facade Load kN/m,PGA g,Magnitude,Distance to fault km,Period s,Max drift mm,Final Dead Load,Final Live Load,soil_class__B,soil_class__C
235.0,235.0,104.5,0.0,8682.0,0.0,27.72,1.0,1.0,4.0,5.0,8.0,28796.328,4.0,0.1,6.69,35.66,0.6002293244284085,18.2273731738677,8.0,8.0,1.0,0.0
355.0,355.0,869.7,637.2,19754.0,17803.0,13.17,3.0,6.0,4.0,5.0,7.5,34720.785,4.0,0.2,6.77,23.99,2.768082044446872,27.7641101264771,2.5,10.0,0.0,1.0
275.0,275.0,54.1,0.0,6434.0,0.0,920.8,5.0,1.0,3.0,4.0,15.0,134192.52,4.0,0.15,6.2,13.91,0.4670758088070543,10.8777675824586,9.0,9.0,1.0,0.0
355.0,275.0,182.6,0.0,11253.0,0.0,920.8,5.0,2.0,4.0,6.0,12.0,113064.336,4.0,0.15,6.2,13.91,0.6403486624977808,5.7654034961427,6.0,6.0,1.0,0.0
355.0,355.0,276.9,0.0,13347.0,0.0,19.43,5.0,3.0,3.5,6.0,15.0,170697.78,0.0,0.283,7.28,19.74,2.017664046276308,34.2852280140467,9.0,9.0,0.0,1.0
355.0,235.0,10.33,0.0,3142.0,0.0,920.8,2.0,3.0,3.5,8.0,12.5,114410.34,2.0,0.171,6.0,17.28,3.7916911209286246,47.075269020891795,10.0,12.5,0.0,1.0
355.0,275.0,1752.0,1412.0,24164.0,22646.0,117.7,2.0,4.0,3.0,7.0,6.0,64322.67600000001,1.0,0.354,6.5,15.82,0.9528920464091216,23.232099253752,18.0,15.0,1.0,0.0
355.0,275.0,77.63,54.1,7684.0,6434.0,57.9,3.0,4.0,4.0,7.0,12.0,98600.9112,2.0,0.171,6.0,17.28,3.058810947973458,38.2046883139545,12.0,8.0,0.0,1.0
235.0,235.0,330.9,0.0,14276.0,0.0,27.72,1.0,2.0,3.0,6.0,8.0,17799.8832,2.0,0.123,6.19,12.9,0.5419280846726062,3.5925464380913,4.0,6.0,0.0,1.0
275.0,275.0,276.9,229.3,13347.0,12437.0,83.56,6.0,6.0,3.5,5.0,9.0,43928.676,2.0,0.15,6.2,13.91,1.285097802373368,7.9457570167373,3.0,3.0,1.0,0.0
355.0,355.0,4221.0,3034.0,32053.0,28583.0,482.0,5.0,5.0,3.5,6.0,10.5,159317.928,0.0,0.171,6.0,17.28,0.8480987421926007,10.207077591022301,14.0,14.0,0.0,1.0
235.0,235.0,1119.0,0.0,21176.0,0.0,162.7,3.0,2.0,3.5,8.0,9.0,73761.0192,2.0,0.15,6.33,18.96,0.4642237774538177,12.5234184974058,6.0,12.0,0.0,1.0
275.0,275.0,54.1,0.0,6434.0,0.0,920.8,4.0,3.0,3.0,3.0,3.0,28339.502399999998,4.0,0.354,6.5,15.82,0.5565795094613446,21.8698805537577,7.5,4.5,1.0,0.0
275.0,235.0,36.92,25.1,5383.0,4525.0,83.56,4.0,6.0,3.5,3.0,12.0,62258.8032,4.0,0.283,7.28,19.74,2.685532077898849,29.601997780717,12.0,4.0,0.0,1.0
235.0,235.0,330.9,276.9,14276.0,13347.0,57.9,6.0,5.0,3.0,6.0,3.5,71709.3828,1.0,0.14,5.9,25.5,1.2965395851514507,4.5167745060468,17.5,3.5,0.0,1.0
275.0,275.0,77.63,0.0,7684.0,0.0,231.3,6.0,2.0,3.5,7.0,12.5,392278.59,1.0,0.15,6.2,13.91,1.4486079636371432,20.2118298624763,15.0,12.5,1.0,0.0
275.0,275.0,1119.0,0.0,21176.0,0.0,19.43,1.0,3.0,3.0,5.0,12.0,18130.266,1.0,0.354,6.5,15.82,0.6507338851801885,18.7878443659237,8.0,8.0,1.0,0.0
235.0,235.0,869.7,0.0,19754.0,0.0,162.7,2.0,2.0,3.0,6.0,2.0,11779.5744,2.0,0.171,6.0,17.28,0.1919476131718616,1.8461114240309,6.0,4.0,0.0,1.0
235.0,235.0,6.062,3.492,2534.0,2124.0,671.2,4.0,5.0,3.5,3.0,6.0,60203.088,3.0,0.123,6.19,12.9,4.531880526519945,15.3515860494325,9.0,7.5,0.0,1.0
275.0,235.0,10.33,6.062,3142.0,2534.0,27.72,2.0,5.0,4.0,3.0,4.0,14226.854399999998,4.0,0.171,6.0,17.28,3.1076218188722007,29.3018742251663,12.0,8.0,0.0,1.0
275.0,235.0,104.5,77.63,8682.0,7684.0,117.7,1.0,6.0,3.0,8.0,2.5,8565.48,0.0,0.123,6.19,12.9,1.2945158828281589,7.1822513974249995,7.5,12.5,0.0,1.0
235.0,235.0,276.9,229.3,13347.0,12437.0,27.72,2.0,4.0,3.0,4.0,20.0,84186.432,4.0,0.15,6.33,18.96,2.04705004879444,61.4378284539404,12.0,16.0,0.0,1.0
235.0,235.0,104.5,0.0,8682.0,0.0,162.7,4.0,1.0,4.0,7.0,18.0,370028.736,0.0,0.2,6.77,23.99,1.0481546133582311,69.66508818235451,18.0,15.0,0.0,1.0
355.0,275.0,6447.0,5538.0,40005.0,34685.0,13.17,4.0,4.0,3.0,4.0,9.0,72659.74320000001,3.0,0.15,6.33,18.96,0.6141986592812314,24.3504981749559,12.0,3.0,0.0,1.0
235.0,235.0,1119.0,869.7,21176.0,19754.0,5.412,6.0,6.0,3.0,6.0,6.0,27311.6448,0.0,0.1,6.69,35.66,1.471573747058806,18.5563853244634,2.0,2.0,1.0,0.0
235.0,235.0,450.7,330.9,15898.0,14276.0,83.56,4.0,5.0,4.0,7.0,10.0,179956.656,2.0,0.171,6.0,17.28,3.0272109291537,31.397620341969695,12.5,10.0,0.0,1.0
235.0,235.0,10.33,6.062,3142.0,2534.0,3.178,2.0,4.0,4.0,3.0,7.5,31569.912,3.0,0.15,6.33,18.96,5.703047251768812,98.16197545017829,7.5,3.0,0.0,1.0
275.0,235.0,450.7,0.0,15898.0,0.0,117.7,5.0,1.0,4.0,7.0,16.0,118754.262,1.0,0.171,6.0,17.28,0.341123897109522,10.2992066556252,4.0,16.0,0.0,1.0
275.0,275.0,182.6,136.7,11253.0,9726.0,671.2,5.0,5.0,4.0,8.0,12.0,144878.976,0.0,0.283,7.28,19.74,1.7882614504485577,30.031640755200502,4.0,8.0,0.0,1.0
275.0,235.0,4221.0,3034.0,32053.0,28583.0,83.56,6.0,5.0,3.0,7.0,5.0,154504.944,2.0,0.1,6.69,35.66,1.067807299255504,12.5845235379928,15.0,7.5,1.0,0.0
355.0,355.0,330.9,276.9,14276.0,13347.0,1119.0,5.0,5.0,3.5,7.0,12.0,134539.218,3.0,0.123,6.19,12.9,1.1033364163991364,8.596276389120401,8.0,12.0,0.0,1.0
275.0,235.0,5538.0,4221.0,34685.0,32053.0,57.9,5.0,4.0,3.0,7.0,8.0,102908.124,2.0,0.15,6.2,13.91,0.6600753957652941,4.5016023423675,12.0,4.0,1.0,0.0
275.0,275.0,54.1,0.0,6434.0,0.0,5.412,5.0,3.0,4.0,4.0,3.0,19007.208,2.0,0.283,7.28,19.74,1.461187360286767,34.763548223779594,6.0,3.0,0.0,1.0
355.0,355.0,637.2,0.0,17803.0,0.0,337.4,2.0,3.0,3.0,5.0,12.0,21576.852,1.0,0.14,5.9,25.5,0.3437402648530685,4.660556290002701,2.0,4.0,0.0,1.0
355.0,235.0,229.3,182.6,12437.0,11253.0,671.2,5.0,4.0,3.5,6.0,7.0,84798.25200000001,0.0,0.15,6.33,18.96,0.8376123867249009,15.8641716147528,10.5,14.0,0.0,1.0
235.0,235.0,36.92,0.0,5383.0,0.0,162.7,5.0,2.0,3.0,8.0,3.0,91609.848,2.0,0.1,6.69,35.66,0.8669137400691035,13.377603156514,18.0,9.0,1.0,0.0
275.0,275.0,104.5,77.63,8682.0,7684.0,1752.0,1.0,4.0,4.0,4.0,7.0,4910.8752,0.0,0.1,6.1,32.84,0.5914790381875172,15.1251874758478,3.5,10.5,1.0,0.0
275.0,235.0,229.3,182.6,12437.0,11253.0,231.3,5.0,4.0,4.0,6.0,4.5,67116.65400000001,4.0,0.354,6.5,15.82,1.0723691483855446,28.9069262438265,4.5,4.5,1.0,0.0
275.0,275.0,54.1,0.0,6434.0,0.0,920.8,6.0,3.0,3.5,3.0,8.0,94391.5896,3.0,0.354,6.5,15.82,1.0368598146527608,34.885742409932895,10.0,6.0,1.0,0.0
355.0,275.0,1119.0,0.0,21176.0,0.0,8.693,6.0,1.0,3.0,4.0,5.0,49516.632000000005,2.0,0.14,5.9,25.5,0.1136157815631241,1.2834799030175001,7.5,5.0,0.0,1.0
235.0,235.0,1119.0,0.0,21176.0,0.0,13.17,3.0,2.0,4.0,3.0,3.5,11139.2028,1.0,0.1,6.1,32.84,0.2899362903483098,3.5072909275376,7.0,14.0,1.0,0.0
275.0,235.0,182.6,0.0,11253.0,0.0,482.0,3.0,2.0,4.0,3.0,14.0,78129.414,3.0,0.1,6.1,32.84,0.6637587663162994,36.578548595636,14.0,17.5,1.0,0.0
275.0,275.0,1119.0,0.0,21176.0,0.0,19.43,5.0,2.0,3.5,5.0,12.0,123791.58,2.0,0.171,6.0,17.28,0.6194528606414654,23.3819418552037,9.0,9.0,0.0,1.0
275.0,275.0,869.7,637.2,19754.0,17803.0,117.7,4.0,6.0,3.5,6.0,24.0,444915.504,3.0,0.15,6.33,18.96,3.854642438146206,60.9018897160394,24.0,20.0,0.0,1.0
235.0,235.0,869.7,0.0,19754.0,0.0,19.43,4.0,2.0,4.0,3.0,10.0,60692.544,0.0,0.171,6.0,17.28,0.5926701284526853,23.2490072347677,10.0,10.0,0.0,1.0
235.0,235.0,4221.0,3034.0,32053.0,28583.0,8.693,5.0,4.0,3.0,4.0,10.5,44234.586,3.0,0.15,6.2,13.91,0.5456532684170629,4.837682423371,3.5,7.0,1.0,0.0
275.0,275.0,136.7,0.0,9726.0,0.0,231.3,5.0,2.0,3.5,8.0,16.0,368723.52,4.0,0.283,7.28,19.74,1.295603210991884,36.9899526452634,16.0,20.0,0.0,1.0
235.0,235.0,1119.0,0.0,21176.0,0.0,19.43,1.0,3.0,4.0,4.0,4.0,7325.5248,3.0,0.354,6.5,15.82,0.6202022772514394,19.0062127551016,8.0,4.0,1.0,0.0
235.0,235.0,5538.0,4221.0,34685.0,32053.0,482.0,6.0,5.0,3.0,6.0,2.5,26124.714,3.0,0.1,6.69,35.66,0.2801814013170576,1.2117843512581,2.5,5.0,1.0,0.0
275.0,275.0,450.7,330.9,15898.0,14276.0,5.412,5.0,4.0,4.0,7.0,1.5,6638.246999999999,0.0,0.354,6.5,15.82,0.9582961219248828,25.584934094162698,1.5,1.5,1.0,0.0
235.0,235.0,36.92,25.1,5383.0,4525.0,38.92,4.0,6.0,4.0,5.0,15.0,141534.36,4.0,0.1,6.69,35.66,5.896620289257298,18.781258802726402,9.0,12.0,1.0,0.0
355.0,355.0,104.5,0.0,8682.0,0.0,231.3,5.0,2.0,4.0,8.0,6.0,79291.872,0.0,0.123,6.19,12.9,0.7877519886202573,8.3412191152329,6.0,2.0,0.0,1.0
355.0,275.0,182.6,136.7,11253.0,9726.0,117.7,4.0,4.0,4.0,5.0,10.0,91365.12,0.0,0.14,5.9,25.5,1.6376501787171458,11.187415733407201,8.0,4.0,0.0,1.0
235.0,235.0,6.062,0.0,2534.0,0.0,231.3,4.0,2.0,3.5,4.0,3.0,34832.952000000005,2.0,0.123,6.19,12.9,1.524910088643362,22.1547412649654,7.5,7.5,0.0,1.0
275.0,275.0,229.3,182.6,12437.0,11253.0,19.43,4.0,6.0,4.0,6.0,6.0,65782.88640000002,0.0,0.14,5.9,25.5,3.92133060287594,5.917878906275201,8.0,4.0,0.0,1.0
355.0,275.0,229.3,0.0,12437.0,0.0,162.7,6.0,3.0,3.0,8.0,17.5,604620.918,1.0,0.15,6.33,18.96,1.7978933231736485,71.9989270939046,21.0,14.0,0.0,1.0
235.0,235.0,450.7,330.9,15898.0,14276.0,1752.0,6.0,4.0,3.5,3.0,16.0,131590.2456,3.0,0.3,6.6,10.27,0.6588088546498331,16.261305320179503,12.0,16.0,1.0,0.0
235.0,235.0,3.492,0.0,2124.0,0.0,38.92,2.0,2.0,4.0,6.0,6.0,32891.44320000001,0.0,0.1,6.1,32.84,3.1793928631961585,14.091920906378501,12.0,6.0,1.0,0.0
355.0,235.0,104.5,0.0,8682.0,0.0,83.56,3.0,2.0,3.5,3.0,24.0,76293.954,1.0,0.15,6.33,18.96,0.8234439087033438,24.0316994903696,8.0,20.0,0.0,1.0
235.0,235.0,136.7,0.0,9726.0,0.0,83.56,2.0,1.0,3.5,6.0,8.0,59354.69760000001,2.0,0.15,6.33,18.96,0.4555756541291443,17.6877257210751,20.0,8.0,0.0,1.0
235.0,235.0,6.062,0.0,2534.0,0.0,920.8,5.0,1.0,3.5,3.0,7.0,45397.044,0.0,0.2,6.77,23.99,0.97383057130944,67.7745822452038,14.0,3.5,0.0,1.0
355.0,275.0,182.6,136.7,11253.0,9726.0,57.9,3.0,4.0,3.0,6.0,10.5,113566.0284,2.0,0.1,6.69,35.66,1.9179205664487464,22.536308355768302,17.5,7.0,1.0,0.0
275.0,235.0,869.7,637.2,19754.0,17803.0,162.7,2.0,5.0,4.0,4.0,15.0,67993.596,1.0,0.354,6.5,15.82,1.6027810995806755,26.3176879700838,15.0,3.0,1.0,0.0
275.0,275.0,77.63,0.0,7684.0,0.0,3.178,1.0,2.0,4.0,4.0,6.0,3034.6272,0.0,0.1,6.69,35.66,0.7280636260166219,23.7472726080828,3.0,3.0,1.0,0.0
275.0,275.0,1119.0,0.0,21176.0,0.0,117.7,4.0,3.0,3.0,6.0,12.0,197348.6592,0.0,0.14,5.9,25.5,0.9098665993407066,6.851994318599,24.0,12.0,0.0,1.0
235.0,235.0,1119.0,869.7,21176.0,19754.0,1119.0,4.0,5.0,3.0,8.0,1.5,19382.4576,0.0,0.15,6.2,13.91,0.3364752811779756,2.6125875945848,4.5,6.0,1.0,0.0
355.0,235.0,36.92,0.0,5383.0,0.0,83.56,6.0,2.0,3.0,5.0,5.0,77089.31999999999,3.0,0.283,7.28,19.74,0.7512394809417008,33.4239975470385,10.0,2.5,0.0,1.0
355.0,355.0,25.1,0.0,4525.0,0.0,27.72,5.0,1.0,4.0,3.0,10.0,52310.61,3.0,0.15,6.33,18.96,0.6880983850736822,50.6701758326628,5.0,7.5,0.0,1.0
275.0,275.0,25.1,0.0,4525.0,0.0,162.7,4.0,2.0,3.5,5.0,7.0,41848.488,4.0,0.15,6.2,13.91,0.8909524213513381,13.969264463322899,3.5,14.0,1.0,0.0
355.0,355.0,10.33,6.062,3142.0,2534.0,57.9,2.0,4.0,4.0,7.0,12.5,86572.53,4.0,0.3,6.6,10.27,6.032732084113412,63.7135129597054,7.5,10.0,1.0,0.0
235.0,235.0,450.7,0.0,15898.0,0.0,19.43,4.0,1.0,4.0,6.0,7.5,67422.564,2.0,0.283,7.28,19.74,0.3396009476088742,30.2493179015143,7.5,2.5,0.0,1.0
235.0,235.0,450.7,330.9,15898.0,14276.0,57.9,5.0,6.0,3.5,6.0,12.0,133988.58,3.0,0.2,6.77,23.99,2.683936303165303,27.839265265201302,4.0,10.0,0.0,1.0
235.0,235.0,36.92,0.0,5383.0,0.0,19.43,2.0,1.0,3.5,3.0,3.0,11722.4712,1.0,0.354,6.5,15.82,0.3567797342788469,25.174185120448,7.5,4.5,1.0,0.0
275.0,235.0,1119.0,0.0,21176.0,0.0,38.92,5.0,2.0,4.0,5.0,8.0,115226.1,2.0,0.171,6.0,17.28,0.6561300952966221,25.1217419258499,20.0,4.0,0.0,1.0
275.0,275.0,6.062,3.492,2534.0,2124.0,19.43,5.0,5.0,3.0,5.0,12.0,52616.52,0.0,0.2,6.77,23.99,3.692000471230741,61.464475647009,4.0,12.0,0.0,1.0
275.0,275.0,1119.0,0.0,21176.0,0.0,920.8,4.0,1.0,3.5,5.0,12.0,130358.448,2.0,0.1,6.69,35.66,0.183142313627887,2.2484066979498,16.0,16.0,1.0,0.0
275.0,275.0,54.1,36.92,6434.0,5383.0,162.7,2.0,6.0,4.0,3.0,10.0,33894.827999999994,3.0,0.14,5.9,25.5,2.5936361862109067,6.5261842273934,8.0,2.0,0.0,1.0
275.0,275.0,1119.0,869.7,21176.0,19754.0,8.693,4.0,6.0,3.0,3.0,4.0,43398.432,4.0,0.283,7.28,19.74,1.7495829873823034,25.0285669906768,12.0,10.0,0.0,1.0
275.0,275.0,6447.0,5538.0,40005.0,34685.0,83.56,2.0,4.0,4.0,8.0,16.0,90843.0336,0.0,0.283,7.28,19.74,1.2149877366336994,31.981920518775603,12.0,8.0,0.0,1.0
275.0,275.0,54.1,0.0,6434.0,0.0,920.8,2.0,3.0,3.5,5.0,2.5,9585.18,3.0,0.1,6.1,32.84,0.5488473173636278,18.625928258781297,2.5,10.0,1.0,0.0
275.0,275.0,276.9,229.3,13347.0,12437.0,19.43,5.0,5.0,3.5,3.0,4.5,13490.631,0.0,0.123,6.19,12.9,0.9120332287325436,6.2381744875169005,1.5,6.0,0.0,1.0
275.0,235.0,4221.0,3034.0,32053.0,28583.0,38.92,6.0,5.0,4.0,6.0,18.0,129510.0576,0.0,0.171,6.0,17.28,1.60475766968542,21.2998627824708,3.0,12.0,0.0,1.0
275.0,275.0,330.9,276.9,14276.0,13347.0,83.56,6.0,6.0,3.0,8.0,7.5,106273.13399999998,1.0,0.283,7.28,19.74,1.8725354840193735,25.300241620275997,3.0,4.5,0.0,1.0
275.0,275.0,77.63,0.0,7684.0,0.0,337.4,2.0,1.0,3.0,8.0,6.0,34686.11519999999,2.0,0.123,6.19,12.9,0.3125733528096049,1.8128637704694999,3.0,6.0,0.0,1.0
235.0,235.0,1119.0,869.7,21176.0,19754.0,8.693,2.0,4.0,4.0,3.0,4.0,15988.896,4.0,0.171,6.0,17.28,1.1684453727763062,27.5899242631337,6.0,10.0,0.0,1.0
355.0,275.0,6447.0,5538.0,40005.0,34685.0,1752.0,5.0,4.0,4.0,5.0,3.0,34771.77,2.0,0.1,6.1,32.84,0.2460494480773979,1.4786391309979998,9.0,9.0,1.0,0.0
235.0,235.0,1119.0,0.0,21176.0,0.0,27.72,6.0,2.0,3.5,5.0,7.5,95443.92,1.0,0.15,6.33,18.96,0.4856936660756033,14.0884550528344,7.5,10.0,0.0,1.0
275.0,275.0,5538.0,4221.0,34685.0,32053.0,27.72,6.0,5.0,4.0,3.0,3.0,22931.0136,1.0,0.15,6.33,18.96,0.6411429349769243,20.8324630207427,9.0,9.0,0.0,1.0
275.0,275.0,637.2,0.0,17803.0,0.0,920.8,3.0,3.0,4.0,7.0,2.0,16254.018,1.0,0.283,7.28,19.74,0.3198597283044715,13.9719601875457,4.0,10.0,0.0,1.0
235.0,235.0,182.6,136.7,11253.0,9726.0,27.72,2.0,4.0,3.0,7.0,9.0,22278.4056,1.0,0.354,6.5,15.82,1.3594333822164584,32.2847828951269,3.0,6.0,1.0,0.0
355.0,235.0,25.1,16.73,4525.0,3877.0,1412.0,2.0,4.0,3.5,7.0,15.0,172125.36,4.0,0.1,6.69,35.66,3.958341299551256,36.344188265829,15.0,12.5,1.0,0.0
275.0,275.0,36.92,25.1,5383.0,4525.0,8.693,3.0,5.0,3.0,3.0,4.0,24260.7024,4.0,0.14,5.9,25.5,2.209898418087134,7.7285756092661995,16.0,12.0,0.0,1.0
235.0,235.0,6.062,3.492,2534.0,2124.0,38.92,2.0,4.0,4.0,5.0,12.5,48945.59999999999,4.0,0.1,6.69,35.66,5.629891831194131,21.480808244366,5.0,7.5,1.0,0.0
355.0,235.0,637.2,450.7,17803.0,15898.0,13.17,2.0,5.0,3.0,4.0,1.5,8606.268,2.0,0.15,6.33,18.96,0.941954790263553,16.6991803745583,6.0,7.5,0.0,1.0
235.0,235.0,1119.0,0.0,21176.0,0.0,920.8,4.0,1.0,4.0,6.0,12.5,222906.42,2.0,0.2,6.77,23.99,0.2839565096572209,6.2011918055432,15.0,10.0,0.0,1.0
275.0,275.0,1119.0,0.0,21176.0,0.0,920.8,6.0,1.0,3.5,4.0,15.0,138760.77599999998,2.0,0.15,6.33,18.96,0.1562331926135361,1.8920552206911,7.5,5.0,0.0,1.0
355.0,275.0,1119.0,0.0,21176.0,0.0,162.7,6.0,3.0,3.0,8.0,3.0,98674.3296,0.0,0.15,6.33,18.96,0.5358837520141843,14.1332396201222,9.0,4.5,0.0,1.0
355.0,355.0,16.73,10.33,3877.0,3142.0,1752.0,4.0,5.0,4.0,4.0,15.0,121385.088,0.0,0.123,6.19,12.9,4.730509938663666,13.6693351800378,12.0,12.0,0.0,1.0
275.0,275.0,1119.0,0.0,21176.0,0.0,8.693,5.0,3.0,3.5,4.0,15.0,118897.02,1.0,0.1,6.1,32.84,1.1864357674884196,14.6803388577765,7.5,7.5,1.0,0.0
235.0,235.0,637.2,0.0,17803.0,0.0,920.8,6.0,3.0,3.5,6.0,9.0,186556.15440000003,1.0,0.171,6.0,17.28,0.6001909768919668,14.7944829737687,7.5,3.0,0.0,1.0
275.0,275.0,330.9,0.0,14276.0,0.0,27.72,1.0,2.0,3.5,5.0,2.0,6893.172,2.0,0.15,6.33,18.96,0.4101202316717094,11.0438743330945,8.0,8.0,0.0,1.0
275.0,275.0,3.492,3.492,2124.0,2124.0,38.92,5.0,4.0,4.0,3.0,12.0,96178.104,0.0,0.3,6.6,10.27,6.661096594618718,58.0484920018515,20.0,4.0,1.0,0.0
235.0,235.0,104.5,77.63,8682.0,7684.0,57.9,5.0,6.0,3.5,7.0,1.5,42419.52,1.0,0.1,6.69,35.66,1.9998946678211955,12.4221943484928,9.0,7.5,1.0,0.0
235.0,235.0,1119.0,0.0,21176.0,0.0,920.8,2.0,3.0,3.5,8.0,4.0,25158.0384,1.0,0.15,6.33,18.96,0.3450987294781475,6.7279394769549,6.0,4.0,0.0,1.0
235.0,235.0,16.73,0.0,3877.0,0.0,920.8,4.0,2.0,4.0,8.0,3.0,16013.368799999998,1.0,0.1,6.1,32.84,0.8456928976610224,24.1841063883884,3.0,3.0,1.0,0.0
235.0,235.0,869.7,637.2,19754.0,17803.0,337.4,1.0,6.0,4.0,8.0,7.0,15034.4568,1.0,0.1,6.69,35.66,1.2343060846365277,14.734864842872,7.0,3.5,1.0,0.0
275.0,275.0,450.7,0.0,15898.0,0.0,27.72,2.0,3.0,3.0,3.0,8.0,39727.512,2.0,0.15,6.2,13.91,0.8401483708502834,8.6865743735118,24.0,20.0,1.0,0.0
275.0,275.0,25.1,0.0,4525.0,0.0,38.92,6.0,1.0,3.0,3.0,1.5,15136.4268,1.0,0.2,6.77,23.99,0.2294743019795653,2.9328773141891,6.0,4.5,0.0,1.0
235.0,235.0,1119.0,0.0,21176.0,0.0,38.92,2.0,2.0,3.0,8.0,4.0,22710.7584,0.0,0.15,6.33,18.96,0.3092860832428905,5.7386024130663,6.0,4.0,0.0,1.0
275.0,275.0,10.33,6.062,3142.0,2534.0,1412.0,5.0,6.0,3.5,3.0,15.0,122058.09,3.0,0.1,6.69,35.66,5.487251969977344,20.2825508840263,10.0,7.5,1.0,0.0
355.0,275.0,637.2,0.0,17803.0,0.0,27.72,6.0,3.0,4.0,5.0,2.0,17171.748,1.0,0.283,7.28,19.74,0.5379424614612531,30.1511644788294,4.0,2.0,0.0,1.0
355.0,235.0,6.062,0.0,2534.0,0.0,920.8,2.0,2.0,4.0,7.0,10.0,38830.17599999999,0.0,0.2,6.77,23.99,2.5265812217188217,72.09352693765291,5.0,7.5,0.0,1.0
355.0,235.0,10.33,0.0,3142.0,0.0,920.8,6.0,3.0,3.0,6.0,14.0,165175.08479999998,2.0,0.3,6.6,10.27,2.3789393570535307,109.4061394991592,7.0,14.0,1.0,0.0
355.0,355.0,1119.0,0.0,21176.0,0.0,337.4,2.0,3.0,4.0,4.0,3.0,15988.896,4.0,0.3,6.6,10.27,0.3584829981856217,7.7436033913751,9.0,15.0,1.0,0.0
275.0,235.0,1119.0,0.0,21176.0,0.0,27.72,3.0,2.0,4.0,5.0,10.0,91161.18,0.0,0.123,6.19,12.9,0.7595259760676958,9.907483541009,10.0,8.0,0.0,1.0
275.0,275.0,104.5,0.0,8682.0,0.0,8.693,1.0,3.0,4.0,4.0,7.0,9732.0168,3.0,0.354,6.5,15.82,1.5912438871593733,46.7412012424667,3.5,7.0,1.0,0.0
275.0,275.0,36.92,25.1,5383.0,4525.0,117.7,3.0,5.0,3.5,4.0,24.0,167051.33280000003,1.0,0.2,6.77,23.99,4.030789018170801,56.1871665102404,20.0,8.0,0.0,1.0
355.0,235.0,869.7,0.0,19754.0,0.0,19.43,5.0,3.0,4.0,4.0,2.5,16417.17,1.0,0.15,6.2,13.91,0.5401500839629179,5.6514797953292,5.0,7.5,1.0,0.0
275.0,275.0,330.9,0.0,14276.0,0.0,231.3,6.0,1.0,3.5,8.0,17.5,445404.96,0.0,0.1,6.1,32.84,0.5244718390369487,34.1869952757416,14.0,17.5,1.0,0.0
235.0,235.0,1412.0,1119.0,22646.0,21176.0,671.2,6.0,4.0,3.0,3.0,8.0,116066.3328,4.0,0.354,6.5,15.82,0.4281161994944014,11.647849943183001,24.0,16.0,1.0,0.0
355.0,235.0,36.92,0.0,5383.0,0.0,117.7,2.0,3.0,3.5,4.0,3.0,5049.5544,1.0,0.14,5.9,25.5,0.5323482900461407,5.1447343803443,3.0,6.0,0.0,1.0
235.0,235.0,330.9,276.9,14276.0,13347.0,1752.0,2.0,6.0,4.0,8.0,3.0,29065.5288,1.0,0.3,6.6,10.27,1.062193163146644,18.4873141016735,15.0,6.0,1.0,0.0
235.0,235.0,3034.0,2153.0,28583.0,26048.0,1752.0,4.0,4.0,3.5,6.0,3.0,54231.72479999999,4.0,0.354,6.5,15.82,0.3322599201105043,8.9581027405806,15.0,9.0,1.0,0.0
275.0,275.0,869.7,637.2,19754.0,17803.0,231.3,5.0,5.0,4.0,6.0,4.0,69380.38799999999,3.0,0.15,6.2,13.91,1.0697136292496223,7.0524800402479,8.0,6.0,1.0,0.0
355.0,235.0,1119.0,0.0,21176.0,0.0,27.72,6.0,1.0,3.0,5.0,4.0,38544.66,3.0,0.283,7.28,19.74,0.0987516649206744,1.0381001796368,2.0,10.0,0.0,1.0
355.0,235.0,6.062,0.0,2534.0,0.0,920.8,5.0,2.0,4.0,5.0,3.0,33446.16,4.0,0.1,6.69,35.66,1.694582990201268,57.5566307862807,3.0,4.5,1.0,0.0
235.0,235.0,1119.0,0.0,21176.0,0.0,920.8,3.0,2.0,3.0,8.0,12.5,116449.74,2.0,0.14,5.9,25.5,0.3320916951238323,5.7149499182528,7.5,5.0,0.0,1.0
355.0,275.0,4221.0,3034.0,32053.0,28583.0,27.72,4.0,5.0,3.0,4.0,10.5,134323.0416,4.0,0.1,6.1,32.84,1.3169211391304705,10.205580101341901,21.0,14.0,1.0,0.0
235.0,235.0,229.3,0.0,12437.0,0.0,83.56,6.0,3.0,3.0,8.0,9.0,272162.0088,3.0,0.1,6.69,35.66,1.4563940948037264,26.460327054618897,7.5,4.5,1.0,0.0
235.0,235.0,77.63,0.0,7684.0,0.0,117.7,5.0,2.0,3.0,3.0,15.0,150507.72,3.0,0.123,6.19,12.9,0.7940640082026669,8.2912744646515,12.5,10.0,0.0,1.0
235.0,235.0,276.9,0.0,13347.0,0.0,231.3,3.0,1.0,4.0,8.0,2.5,31835.034,1.0,0.171,6.0,17.28,0.2459915685660771,4.8489361554589,10.0,7.5,0.0,1.0
355.0,275.0,637.2,0.0,17803.0,0.0,83.56,1.0,2.0,4.0,5.0,20.0,64037.16,4.0,0.3,6.6,10.27,0.9502520146693718,48.3099558763984,16.0,8.0,1.0,0.0
